timestamp,pan_angle,tilt_angle,target_x,target_y,movement_type
1743688594.4687319,-21.82207657769041,-16.245725553050015,322.5,348.5,PID
1743688594.5260406,-21.73193713592001,-16.259112288248073,320.0,346.0,PID
1743688594.5750346,-21.779565730007945,-16.172509481951522,323.5,347.5,PID
1743688594.632319,-21.86326052313119,-15.982274316897735,327.0,351.0,PID
1743688594.6872308,-22.07384392040251,-15.981125028278461,334.0,348.0,PID
1743688594.7430563,-22.22989944257688,-15.746949046386042,336.0,352.5,PID
1743688594.7949595,-22.236288609998496,-16.007256542358896,332.0,341.5,PID
1743688594.844293,-22.20141538354389,-16.026376198165853,328.0,341.5,PID
1743688594.90007,-21.898454352812564,-16.26452459107026,315.5,335.5,PID
1743688594.9505343,-21.79605735402243,-16.257271180964512,315.0,338.5,PID
1743688595.0032597,-21.86980948020673,-16.141725008870345,321.5,343.5,PID
1743688595.0716045,-22.016971958285232,-16.093563618412677,328.0,344.5,PID
1743688595.1271174,-22.07762902345246,-16.035225905379743,329.0,345.5,PID
1743688595.1814141,-22.092909700964515,-16.124276612297393,328.0,342.0,PID
1743688595.232692,-21.927549235296464,-16.23981587209547,320.5,339.0,PID
1743688595.2816982,-21.7846499609763,-16.304294858012202,316.5,338.5,PID
1743688595.3366144,-21.641776976708027,-16.365435662930825,314.5,338.5,PID
1743688595.4052894,-21.710314855117435,-16.206440709193636,321.5,344.5,PID
1743688595.4701211,-21.838878855420017,-16.061472552355177,327.5,347.5,PID
1743688595.518363,-21.884923603597322,-16.022923761168332,328.5,347.0,PID
1743688595.5743158,-21.893872460751115,-15.979812033132994,327.5,346.5,PID
1743688595.6246526,-21.760590511728026,-16.122030016578766,321.5,341.0,PID
1743688595.6759467,-21.632592128122777,-16.09255625424698,318.0,342.5,PID
1743688595.7247038,-21.513728042003528,-16.232107176765826,316.0,338.5,PID
1743688595.7849894,-21.436205341238505,-16.20330908963166,317.0,341.0,PID
1743688595.839624,-21.402031295378016,-16.137459088849987,319.0,343.5,PID
1743688595.899342,-21.35720061956375,-15.903569420607557,320.0,349.5,PID
1743688595.9493594,-21.29231005964912,-16.00622660230711,319.5,344.0,PID
1743688596.0018587,-21.10176050329648,-15.935539525938525,314.5,345.5,PID
1743688596.0539896,-20.860352991014377,-16.05496247655897,309.5,341.0,PID
1743688596.115491,-20.406377389212977,-16.17305015183391,300.0,338.5,PID
1743688596.1774023,-20.039884433751812,-16.273010229182887,297.5,337.5,PID
1743688596.2297406,-19.980772287108177,-16.252688347250956,306.0,340.0,PID
1743688596.2769594,-19.89562046197824,-16.366098700921064,309.5,337.5,PID
1743688596.3318992,-20.168030908389078,-16.382363408105377,326.0,339.0,PID
1743688596.3781097,-20.031109491230886,-16.524871816447853,320.5,336.0,PID
1743688596.4356132,-19.549144252613285,-16.838295787224062,305.0,330.0,PID
1743688596.4891953,-19.058341416066817,-17.148850606135117,294.5,326.0,PID
1743688596.5490978,-18.326647692556232,-17.546215348551534,281.0,322.0,PID
1743688596.614787,-17.925055686679567,-18.115809317139547,286.5,316.0,PID
1743688596.6620982,-17.676878823013546,-18.39325888552608,290.5,317.0,PID
1743688596.7201674,-17.20954879550877,-19.250268681014493,288.0,304.0,PID
1743688596.7698634,-17.420658318272118,-18.529296076637966,310.0,339.0,PID
1743688596.8210628,-17.12020803609063,-18.417025451020717,304.5,343.5,PID
1743688596.868881,-16.539136700976023,-18.216486037052803,289.5,349.0,PID
1743688596.9210982,-16.023715329504505,-18.356375984214257,284.0,342.5,PID
1743688596.9740944,-15.771837807379981,-18.284055463881778,290.5,344.5,PID
1743688597.0326307,-15.719710285402693,-18.14291019073944,303.0,347.5,PID
1743688597.0740304,-15.64052448009704,-17.90782822166497,307.5,353.0,PID
1743688597.1308124,-15.207845254190476,-17.84508961522697,299.0,350.5,PID
1743688597.1863687,-14.497223489665352,-18.213892993470864,283.5,337.0,PID
1743688597.2396047,-13.849759538967161,-18.425742548754904,275.5,333.0,PID
1743688597.2878542,-13.191415544732472,-18.65346930977423,267.5,329.5,PID
1743688597.3731353,-12.227134409204947,-18.984363636442602,266.5,328.0,PID
1743688597.4359055,-11.682571227262228,-19.333235453332474,273.5,325.0,PID
1743688597.4800642,-11.373105255479063,-19.763436810141652,279.5,318.0,PID
1743688597.5389106,-10.791103134412714,-20.26834231851449,277.5,314.0,PID
1743688597.5908334,-10.134659695840954,-20.89944194446041,271.0,306.5,PID
1743688597.6426044,-8.979574972975037,-22.698630837925176,247.0,267.5,PID
1743688597.69201,-7.225668340293275,-20.503633605569092,209.5,358.5,PID
1743688597.758344,-6.429876140371071,-20.211092548613525,233.0,359.0,PID
1743688597.8109002,-5.177010045199228,-19.174214537737463,221.5,382.0,PID
1743688597.861704,-5.3630698449832765,-22.02662985096178,267.0,284.0,PID
1743688597.9208338,-4.790983383988816,-22.36311678655288,271.5,299.0,PID
1743688597.9744534,-4.789012988338099,-23.165234697626705,293.0,293.0,PID
1743688598.0367062,-4.24646781800342,-20.79116705321641,288.0,377.0,PID
1743688598.0980194,-3.274060845548175,-25.21713362766326,269.5,243.5,PID
1743688598.1615343,-2.3781329526507164,-27.02050490514776,262.5,237.5,PID
1743688598.2245286,-1.8110064934731702,-25.492259452062108,269.5,322.0,PID
1743688598.2760184,-1.3739522432191138,-24.614512900007714,275.5,354.5,PID
1743688598.3281736,-1.1562916162076093,-24.029410862044823,287.0,366.5,PID
1743688598.3794534,-0.9251413006238596,-23.709496654118436,293.5,366.5,PID
1743688598.4385226,-0.44334057840871793,-24.6843785600936,290.0,330.0,PID
1743688598.5110433,-0.3447697835590965,-26.561790846779747,304.0,288.5,PID
1743688598.569337,0.4064264304382381,-25.105269340686608,286.0,350.0,PID
1743688598.6214437,0.9016161911930347,-24.63218060665725,283.0,360.5,PID
1743688598.6763554,1.3744841941618988,-24.31161551161799,283.5,362.0,PID
1743688598.7177236,1.6852224969655878,-24.152203580212493,285.0,360.5,PID
1743688598.7663674,1.9536207014621498,-24.537309034962302,290.0,342.5,PID
1743688598.8193324,2.1854827000033996,-24.52889906334591,296.0,342.5,PID
1743688598.8771024,2.4996110243611684,-23.044148459432286,297.5,383.0,PID
1743688598.9356582,2.969794451998023,-24.44243073291492,292.5,328.0,PID
1743688598.9906213,3.313908898377509,-24.855664234111927,294.0,322.0,PID
1743688599.0379002,3.562947334336099,-25.08441614008419,296.0,322.0,PID
1743688599.088093,3.6950099087816595,-25.286910699129844,303.0,323.5,PID
1743688599.1414773,4.0271366387372085,-25.52165252594543,300.5,324.0,PID
1743688599.195749,4.329296387210151,-25.605046164575654,300.0,328.5,PID
1743688599.2450223,4.735280216448057,-25.81957871122646,294.5,327.0,PID
1743688599.2971315,5.0078870842275,-24.265274836838746,297.0,377.0,PID
1743688599.3643844,5.530294897446082,-23.761457142724474,293.0,374.5,PID
1743688599.4180732,5.747318290740686,-25.188743342102676,298.5,321.5,PID
1743688599.4804301,6.101660757231478,-25.53340420770253,299.0,321.0,PID
1743688599.5391273,6.582325738107502,-26.38407859376117,293.5,306.0,PID
1743688599.597666,7.146208419265679,-27.190921608388262,286.0,297.0,PID
1743688599.6459394,8.163581745597636,-29.023406777329154,263.5,261.5,PID
1743688599.6988685,8.614289645672763,-29.43210734870542,271.5,280.5,PID
1743688599.748102,8.841042469658854,-29.226436395685752,284.0,309.0,PID
1743688599.794461,8.859395509314185,-28.820695489863734,299.0,332.5,PID
1743688599.848854,9.105520855419133,-29.266946665313544,301.5,323.5,PID
1743688599.9092958,9.322530606626755,-29.778609738762835,304.0,316.0,PID
1743688599.964588,9.927810355993218,-30.739257714795382,293.0,301.0,PID
1743688600.017697,10.778628928578721,-32.161376723486,275.0,276.5,PID
1743688600.0779433,11.622287546922106,-32.15291692531482,267.0,303.5,PID
1743688600.1369042,12.16284964118591,-32.18510250102055,272.5,318.0,PID
1743688600.1915147,12.275988326979984,-31.74597579203772,290.5,339.5,PID
1743688600.2465408,12.096922088577038,-31.66809415121758,312.5,342.5,PID
1743688600.3084435,11.671435861445575,-31.54589384409941,335.0,345.5,PID
1743688600.3588693,11.656498718577222,-31.63403435242216,333.5,341.5,PID
1743688600.4134731,11.80460377369426,-31.723457960804232,326.5,339.0,PID
1743688600.4653122,12.281342472219798,-31.983025382819637,309.5,332.5,PID
1743688600.5099087,12.64105864458046,-32.18487535931467,302.0,329.5,PID
1743688600.5613086,13.069940412732581,-32.35852741274045,296.0,329.0,PID
1743688600.6178796,13.373850595138338,-32.5977812402264,297.5,327.0,PID
1743688600.6800342,13.546018855145919,-32.79825062174749,305.5,328.0,PID
1743688600.7301238,13.626976241826021,-32.76359324148268,311.5,334.0,PID
1743688600.7894871,13.806661787089345,-32.85597635797915,312.5,334.5,PID
1743688600.8466518,14.119136039284495,-32.955744903545934,308.0,334.5,PID
1743688600.90258,14.341793262217191,-33.17995236606378,308.5,331.0,PID
1743688600.9528146,14.238998086286973,-33.19216372063024,320.5,334.5,PID
1743688601.0185564,14.101207371343367,-33.325763333470675,329.5,334.0,PID
1743688601.0789423,13.553729330637454,-33.38272926252146,349.5,335.5,PID
1743688601.1248276,13.211009693442149,-33.38382464526656,356.5,337.5,PID
1743688601.184472,12.95716821303085,-33.51509177342241,355.0,335.5,PID
1743688601.2347922,12.722078163298946,-33.60624924558611,355.0,335.0,PID
1743688601.2900777,12.449980532529615,-33.08573671842595,355.5,352.0,PID
1743688601.3411744,11.984685512202168,-32.42566946956698,364.0,367.0,PID
1743688601.4056232,10.913835701957051,-32.061139762737184,387.0,365.5,PID
1743688601.47463,9.793445892665202,-31.657949769400684,400.0,365.0,PID
1743688601.5219505,9.060709819309848,-31.4762234470279,404.5,362.0,PID
1743688601.5802462,8.134654933728328,-31.183085568823913,408.0,361.5,PID
1743688601.6325328,8.003561647946078,-31.062092392255877,384.5,357.5,PID
1743688601.6813107,8.003704752651368,-30.886793968224712,364.5,356.5,PID
1743688601.7382178,8.172935369159102,-30.95930628400351,345.0,348.5,PID
1743688601.803738,6.591816637522718,-31.357877660184464,392.5,335.0,PID
1743688601.8615777,5.366077011358292,-31.39011216815171,413.0,336.5,PID
1743688601.9165003,3.966151646022566,-31.6871398913662,432.5,330.0,PID
1743688601.9701278,2.9068685599424753,-32.03226428846447,433.0,324.5,PID
1743688602.0282114,1.3228938023823553,-32.99384878216732,450.5,304.5,PID
1743688602.0861359,0.8303291187436258,-32.06972999273659,420.0,344.5,PID
1743688602.1410437,-0.12638472750826013,-31.786908384825775,420.5,351.0,PID
1743688602.1978655,-1.827853979054719,-33.82906387203491,447.5,290.5,PID
1743688602.2549074,-3.8865968625323735,-32.35027987915124,478.0,351.5,PID
1743688602.3114355,-5.141781153529054,-34.70063011272662,464.0,283.0,PID
1743688602.365536,-6.569506625646176,-32.976823603105416,467.0,354.0,PID
1743688602.423863,-7.370990885140303,-32.856249264936835,441.0,352.0,PID
1743688602.4805467,-8.976677544404279,-33.93856197732707,457.0,317.5,PID
1743688602.537202,-10.910713587902867,-33.73446012180105,476.5,332.5,PID
1743688602.5894039,-12.334700789125352,-36.067978538313824,475.5,269.0,PID
1743688602.6403282,-14.220521326621922,-36.577408524184605,494.0,281.0,PID
1743688602.688253,-15.839372794875636,-36.743785012224585,499.0,297.5,PID
1743688602.7484841,-17.697746644497983,-36.30092354114361,500.0,327.0,PID
1743688602.803203,-19.19864009025839,-36.21221418599988,486.5,335.0,PID
1743688602.8539672,-20.77668136742286,-36.09649321540419,489.5,340.5,PID
1743688602.9021144,-22.024949738996213,-36.271099334740654,480.5,335.5,PID
1743688602.954046,-23.76225568414888,-36.8867235332228,493.0,319.5,PID
1743688603.0084648,-25.39644228432931,-37.46005900270332,489.0,312.0,PID
1743688603.0639775,-27.391852680968768,-38.18959255107456,500.5,303.0,PID
1743688603.1254966,-29.012314635900157,-38.821572755198254,488.5,301.5,PID
1743688603.1826735,-30.785061938833177,-38.8867954062004,489.5,315.5,PID
1743688603.238653,-32.44969956490641,-38.669822377248586,488.0,331.5,PID
1743688603.2932792,-33.00611151754904,-36.81548529659858,447.0,387.0,PID
1743688603.3454862,-33.63060143908254,-35.749251743975826,426.5,400.0,PID
1743688603.4092395,-33.1922742084076,-34.51524534100718,370.0,407.5,PID
1743688603.466204,-33.25478461862318,-33.00271725863312,356.5,423.5,PID
1743688603.5163815,-33.39740840213935,-33.98044091492929,352.0,364.5,PID
1743688603.5705218,-34.27843395056819,-30.631700811183343,376.0,448.5,PID
1743688603.6214466,-34.41298105030494,-32.223392148758165,364.0,362.5,PID
1743688603.6726618,-35.217403555628515,-30.52716122005319,382.0,403.0,PID
1743688603.726957,-35.50993090279065,-31.067204799593345,373.5,364.0,PID
1743688603.7856874,-36.34610368375948,-30.334586695881256,385.5,374.0,PID
1743688603.8416493,-36.92012200181911,-28.385980461365325,384.5,414.5,PID
1743688603.8858168,-37.1932094044743,-26.8163513159247,377.0,437.0,PID
1743688603.9364126,-37.89095089248698,-25.169152443937836,386.5,449.0,PID
1743688603.9871044,-38.82369272398847,-23.485114479588646,401.5,457.5,PID
1743688604.0432122,-39.9579246126193,-23.611943295284807,415.0,407.5,PID
1743688604.1004653,-40.26794854592101,-22.332713786344122,392.5,416.0,PID
1743688604.1619413,-40.50606263481266,-21.834256221054535,375.5,398.5,PID
1743688604.210155,-40.69003488181917,-21.11015723834966,365.5,397.5,PID
1743688604.266607,-40.48548688529636,-20.513378220639535,344.0,392.0,PID
1743688604.3180423,-40.4174615758997,-19.97103707716897,336.0,387.5,PID
1743688604.3702116,-40.38716069079553,-19.72304622505788,332.5,376.5,PID
1743688604.416395,-40.36034620270792,-19.647126050997215,330.5,366.0,PID
1743688604.4771094,-39.726252807445015,-19.65168784148334,307.5,355.0,PID
1743688604.5358381,-38.3162509931344,-19.887379004074475,262.0,342.5,PID
1743688604.5919356,-36.04755833767665,-20.012211323915487,211.0,338.0,PID
1743688604.6480281,-34.18856486744855,-20.251330325336344,189.0,332.0,PID
1743688604.7082026,-31.893123366388817,-20.36678962771544,164.0,332.0,PID
1743688604.7624738,-31.840067529127282,-20.471901124803978,226.5,332.0,PID
1743688604.8215702,-31.72364751135564,-20.18127401987317,264.5,343.0,PID
1743688604.900796,-30.9680787589992,-17.477341362321997,272.0,406.0,PID
1743688604.9571726,-29.61991127970746,-18.94513544277433,245.5,339.0,PID
1743688605.0089426,-27.918444789231728,-19.090492532187426,212.0,335.0,PID
1743688605.0659995,-25.93487564335417,-20.479632471421542,186.5,298.5,PID
1743688605.1157615,-24.721087613112026,-20.87723877687508,192.5,302.0,PID
1743688605.1680827,-24.018160619062485,-21.40188977829187,217.5,301.0,PID
1743688605.224945,-23.24838853510981,-21.45980911313636,233.5,314.5,PID
1743688605.2853858,-22.677571686871968,-21.569967735535293,254.0,322.0,PID
1743688605.3443232,-21.329871619024566,-22.290358846519865,236.5,309.5,PID
1743688605.3917112,-19.97121363004161,-22.818392971888986,216.5,304.5,PID
1743688605.4490352,-18.742691172423264,-23.353035488098055,216.5,303.5,PID
1743688605.5013363,-18.047418378574612,-22.567444135620057,233.5,339.5,PID
1743688605.5569608,-17.854423332895397,-22.351935546424833,264.5,345.5,PID
1743688605.6258194,-17.28301833538474,-22.06797429871486,275.0,350.0,PID
1743688605.6895378,-16.404937518974037,-21.513498319049926,268.5,360.0,PID
1743688605.7354615,-15.275473017185988,-21.588301755324377,246.0,350.5,PID
1743688605.7953265,-13.864638783552115,-21.86201673489774,229.5,338.5,PID
1743688605.8472056,-12.638599368546377,-21.87256217882011,221.5,338.5,PID
1743688605.8976371,-11.599995295736944,-22.367787423404177,222.5,324.5,PID
1743688605.941487,-10.862960832939605,-22.39991975449669,229.5,328.5,PID
1743688606.0242023,-10.499520847707025,-23.004205441539458,268.0,319.5,PID
1743688606.077013,-9.945656835884739,-23.417376345659903,272.0,315.5,PID
1743688606.1284285,-8.906620352044273,-23.671976691057004,254.5,317.0,PID
1743688606.1876094,-7.838957435729954,-24.042013649038772,247.5,316.0,PID
1743688606.237981,-6.815822121662211,-24.52997681396716,239.5,310.5,PID
1743688606.2943964,-6.032172030799632,-24.648624620299422,247.0,318.5,PID
1743688606.3553119,-5.0722810396655795,-24.800154827516398,248.0,323.0,PID
1743688606.4196382,-4.249582940056342,-25.25568723359352,255.5,318.0,PID
1743688606.465383,-3.7252385609580374,-25.398195518112683,261.0,321.0,PID
1743688606.5167677,-3.1528558269313383,-25.579227669485377,265.5,322.5,PID
1743688606.5720813,-1.9473523448398238,-25.456198833576682,247.5,332.5,PID
1743688606.6252944,-0.6764859529989946,-25.475973969750605,232.5,334.5,PID
1743688606.6904047,0.5567969894053142,-25.455171874995603,231.0,337.0,PID
1743688606.748426,1.5005153319005842,-25.505365308442595,238.5,336.5,PID
1743688606.805165,2.2817738603415925,-25.361051842950854,248.0,341.5,PID
1743688606.8516285,2.8679482738909297,-25.56640101115494,254.0,334.5,PID
1743688606.9087214,3.8631255635735355,-25.688023254758285,249.5,333.0,PID
1743688606.9632232,4.929173930154361,-25.90595238590522,240.0,329.0,PID
1743688607.020367,6.246527213861484,-26.24129352003977,230.5,324.0,PID
1743688607.0806885,7.601386945941707,-26.639512560599425,224.5,319.5,PID
1743688607.140387,8.810052028411496,-26.997332996328982,224.0,317.5,PID
1743688607.192432,9.603988406118685,-27.238668743492674,236.5,319.0,PID
1743688607.2460575,10.348591773568376,-27.609365987171678,245.0,316.0,PID
1743688607.301199,10.949562219570868,-27.663780909177557,257.5,323.5,PID
