X,Y,Z,Distance,Pan,Tilt
51.8481440301931,-24.177186622402413,-68.17795543758905,89,-25,-50
53.04242413190741,-21.430530431162193,-68.17795543758905,89,-22,-50
0.0,-0.0,-0.0,0,-19,-50
107.51235675988325,-30.8286722129513,-133.29173310270218,174,-16,-50
107.72583684166821,-24.870469089123485,-131.7596442164642,172,-13,-50
106.98075544355365,-18.86359360127249,-129.4615108871073,169,-10,-50
105.26940077232129,-12.925457150341355,-126.39733311463137,165,-7,-50
103.87793344286911,-7.26385271694,-124.09919978527444,162,-4,-50
102.83035360322758,-1.7949104987359106,-122.56711089903648,160,-1,-50
102.14097049391907,3.5668412862815537,-121.8010664559175,159,2,-50
101.1739741854699,8.851575785093097,-121.03502201279852,158,5,-50
99.93553104228205,14.04502294910907,-120.26897756967955,157,8,-50
99.69449095456133,19.37864597107511,-121.03502201279852,158,11,-50
98.54366315195797,24.56969472652882,-121.03502201279852,158,14,-50
98.35213571477583,30.069265474993063,-122.56711089903648,160,17,-50
97.8516893159187,35.61510228365858,-124.09919978527444,162,20,-50
97.03701477071058,41.189769010326074,-125.6312886715124,164,23,-50
94.74832296586604,46.2118448224161,-125.6312886715124,164,26,-50
105.69517258451832,-49.286468406175146,-125.06148297687815,171,-25,-47
108.12977547775674,-43.68726508668094,-125.06148297687815,171,-22,-47
96.08147557713717,-33.08350516682491,-108.9717015412564,149,-19,-47
106.85936073599522,-30.64142861618256,-119.21065336392479,163,-16,-47
106.98752459068085,-24.700016275252192,-117.74794596068645,161,-13,-47
105.44705178739211,-18.593160266279995,-114.82253115420976,157,-10,-47
104.24488654668174,-12.799662621007423,-112.62847004935225,154,-7,-47
102.73089399651009,-7.183643905282665,-110.43440894449473,151,-4,-47
102.96606774974809,-1.7972793979751036,-110.43440894449473,151,-1,-47
101.55585285819058,3.546408528198723,-108.9717015412564,149,2,-47
100.55166625942589,8.797130896341915,-108.24034783963722,148,5,-47
99.95345743779326,14.04754233969742,-108.24034783963722,148,8,-47
99.08128313700328,19.259450445932508,-108.24034783963722,148,11,-47
98.59927402028619,24.58356007326547,-108.9717015412564,149,14,-47
97.8297412930137,29.909553472437526,-109.70305524287556,150,17,-47
96.13032395082311,34.98857652846701,-109.70305524287556,150,20,-47
96.67855127455677,41.03761028367833,-112.62847004935225,154,23,-47
96.23724230076517,46.93803930379221,-114.82253115420976,157,26,-47
104.96286527414168,-48.944987899223634,-111.83999764389856,161,-25,-44
68.02994537977197,-27.48588207556113,-70.85515378681772,102,-22,-44
97.94147664788618,-33.72395489623213,-100.0308053460956,144,-19,-44
108.56138603942578,-31.129476518386006,-109.06136416206257,157,-16,-44
107.93908785021975,-24.91970196372348,-106.97738905068557,154,-13,-44
106.97012327598738,-18.861718863267143,-104.89341393930859,151,-10,-44
107.81067053283334,-13.237485842021655,-104.89341393930859,151,-7,-44
104.76777861188205,-7.326076752732409,-101.4201220870136,146,-4,-44
103.5691547620117,-1.8078063209315296,-100.0308053460956,144,-1,-44
102.80292850945202,3.5899573695551945,-99.33614697563661,143,2,-44
101.75755432177095,8.902632431278352,-98.64148860517761,142,5,-44
101.15217134874301,14.216010593311667,-98.64148860517761,142,8,-44
100.26953730504938,19.490423658451494,-98.64148860517761,142,11,-44
99.81004376326153,24.88543887518446,-99.33614697563661,143,14,-44
99.05876239929876,30.285302932789136,-100.0308053460956,144,17,-44
98.68991212351253,35.92019043530578,-101.4201220870136,146,20,-44
97.9990550689992,41.59813088912837,-102.80943882793159,148,23,-44
97.62728780137209,47.616009794027555,-104.89341393930859,151,26,-44
105.33587210408716,-49.118923840571334,-101.03309046453812,154,-25,-41
